lv_thought,lv_registered,lv_plan_vote,lv_already_voted,vote_method_plan,lv_likely,vote_method,vote_measure_100pct_income_tax,vote2016,agree_flies_animal_feed,agree_eat_animals_fed_insects,agree_eat_insects,agree_flies_animal_feed_alt,agree_eat_animals_fed_insects_alt_reverse,agree_insect_feed_harms_health,agree_farming_harms_environment,agree_farming_climate_change,agree_farming_covid,agree_plant_based_is_meat,agree_stop_buying_if_reneg,agree_vote_cand_oppose_abortion,agree_vote_cand_gun_control,agree_vote_cand_animal_welfare,agree_vote_cand_reg_farming,agree_vote_veg,agree_vote_gay,agree_vote_atheist,agree_pain_dogs,agree_pain_pigs,agree_pain_chickens,agree_pain_fish,agree_pain_honeybees,agree_pain_termites,agree_pain_ants,gss_trust,gss_bible,gss_spanking,agree_birth_control_immoral,agree_11hrs_sleep,agree_40hrs_work,agree_puerto_rico,agree_socialists_no_teach,agree_immigrants_work,agree_need_more_equal_rights,ffq_chicken,ffq_turkey,ffq_pork,ffq_beef,ffq_fish,ffq_seafood,ffq_other_meat,ffq_dairy,ffq_eggs,ffq_none,news_wsj,news_daily_wire,news_npr,news_guardian,news_msnbc,news_cnn,news_john_oliver,news_steven_colbert,news_nyt,news_atlantic,news_fox,news_wp,news_none,news_amount,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,social_none,gender,race,education,state,income,urban_rural,vote_measure_ca_prop16_affirmative_action,vote_measure_ca_prop22_rideshare,vote_measure_ca_prop14_stem_cell,vote_measure_ca_prop15_property_tax,vote_measure_ca_prop21_rent_control,vote_measure_ca_prop23_dialysis,vote_measure_ca_prop25_bail,vote_measure_ca_prop17_felon_vote,vote_measure_ca_prop20_parole,vote_measure_ca_prop18_17yo_vote,vote_measure_psilocybin,vote_measure_alt_protein_funding,vote_measure_no_insect_feed,vote_measure_no_labeling,vote_measure_cage_free,vote_measure_co_gray_wolf,vote_measure_utah_hunt,vote_measure_mt_firearms,vote_measure_al_citizen_voting,vote_measure_la_a1_abortion,vote_measure_primate_rights,vote_measure_ne428_payday_cap,vote_measure_nvq6_renewables_mandate,vote_measure_marijuana,vote_measure_no_slavery,vote_measure_rank_choice,vote_measure_mi_prop2_electronic_privacy,vote_measure_family_leave,vote_measure_min_wage,vote_measure_stand_ground,vote_measure_22wk_abortion,vote_measure_income_tax_for_educ,vote_measure_cig_tax,vote_trump_biden,vote_senate,vote_rep,age,voted2016,pescetarian,vegetarian,vegan,region,meta_straightlining_vote_measure,weight,lv_index,rv_index,lv_weight,rv_weight,lv_weight_alt,lv_weight_2020
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote for / Support,Donald Trump,Don't know,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Word of God,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,Female,White or Caucasian,Graduated from college,Texas,"Between $100,000 and $150,000",Urban,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.03849975429934823,0.83,1,0.04919477370136971,0.0480266672393365,0.04601934443430596,0.048787798181761405
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Did not vote,Disagree,Agree,Agree,Don't know,Disagree,Don't know,Disagree,Disagree,Disagree,Disagree,Don't know,Agree,Don't know,Don't know,Don't know,Don't know,Disagree,Disagree,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Agree,Don't know,Disagree,Disagree,Don't know,Don't know,Agree,Disagree,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,Female,Hispanic or Latino,Graduated from high school,Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,18-24,False,False,False,False,South,0.7941176470588235,3.4773665835822176,0.83,1,4.443359841362113,4.337854379027007,6.908185098531117,4.40660108541738
Quite a lot,No,No,No,,,,Don’t know / Undecided,Did not vote,Don't know,Disagree,Agree,Disagree,Agree,Don't know,Disagree,Disagree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Don't know,Agree,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Agree,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,Female,Hispanic or Latino,Graduated from high school,Texas,"Under $15,000",Urban,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Do not intend to vote,Do not intend to vote,Do not intend to vote,25-44,False,False,False,False,South,0.7941176470588235,4.007888691490734,0.11,0,0.6787209483463333,0.0,0.6349107993936978,0.5348786368727808
Some,Yes,Yes,No,In person on election day,Very likely,,Vote for / Support,Hillary Clinton,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Word of God,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,Male,White or Caucasian,Graduated from college,Texas,"Between $100,000 and $150,000",Urban,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,45-64,True,False,False,False,South,0.7941176470588235,2.041367076131935,0.83,1,2.6084475908833893,2.5465112456674945,2.440077249920475,2.510018697031018
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Donald Trump,Don't know,Don't know,Don't know,Don't know,Disagree,Don't know,Agree,Agree,Don't know,Don't know,Agree,Disagree,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don't know,Can't be too careful,Book of fables,Don't know,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Agree,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Female,White or Caucasian,Graduated from college,Texas,"Between $15,000 and $49,999",Rural,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.027807272775653858,0.83,1,0.03553197978392576,0.03468828985364194,0.03323845793122836,0.03419119245941134
Some,Yes,Yes,Yes,,,By mail,Don’t know / Undecided,Hillary Clinton,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Agree,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Disagree,Can't be too careful,Inspired word,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Agree,True,False,True,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,Male,White or Caucasian,Completed graduate school,Texas,"Between $15,000 and $49,999",Urban,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.04867395267585476,0.83,1,0.06219530827188657,0.06071851031075446,0.05818071917428286,0.059848389201169944
Quite a lot,Yes,Yes,Yes,,,By mail,Vote against / Oppose,Hillary Clinton,Don't know,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,Female,Hispanic or Latino,"Some college, no degree",Texas,"Under $15,000",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.36576516432766487,0.83,1,0.4673727096291728,0.4562751673249868,0.43720468833096654,0.449736557388136
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Hillary Clinton,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Can trust,Word of God,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,Male,White or Caucasian,Completed graduate school,Texas,"Over $150,000",Urban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.25786366499601565,0.83,1,0.3294967689053422,0.32167302512081336,0.3082283778820122,0.3170633189849243
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Hillary Clinton,Don't know,Agree,Agree,Agree,Agree,Don't know,Agree,Agree,Don't know,Disagree,Agree,Disagree,Disagree,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can trust,Book of fables,Disagree,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Agree,True,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,Female,Black or African American,"Some college, no degree",Texas,"Under $15,000",Suburban,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.04855744284518608,0.83,1,0.06204643265285884,0.060573169672366776,0.058041453193886317,0.059705131353629634
Some,No,No,No,,,,Don’t know / Undecided,Did not vote,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,Male,Black or African American,Graduated from high school,Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not decided,Not decided,Not decided,18-24,False,False,False,False,South,0.7941176470588235,0.6715322704750647,0.11,0,0.11372147645459531,0.0,0.1063809710013185,0.21907832219930332
Some,No,Don't know,No,Don’t know,Somewhat likely,,Vote against / Oppose,Did not vote,Don't know,Disagree,Agree,Don't know,Agree,Don't know,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Word of God,Don't know,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Don't know,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,Female,White or Caucasian,Graduated from college,Texas,"Under $15,000",Suburban,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,65+,False,False,False,False,South,0.7941176470588235,1.6573968783034667,0.11,0,0.2806739576916671,0.0,0.26255698646283276,0.2700828201563325
Quite a lot,No,No,No,,,,Vote against / Oppose,Donald Trump,Don't know,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Don't know,Agree,Agree,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Disagree,Agree,Agree,Agree,Agree,Agree,Don't know,Agree,Can't be too careful,Inspired word,Disagree,Don't know,Disagree,Disagree,Don't know,Don't know,Agree,Don't know,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $15,000 and $49,999",Rural,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,"Donald Trump, the Republican",Not decided,Not decided,65+,True,False,False,False,South,0.7941176470588235,3.462522883797119,0.11,0,0.586365290121754,0.0,0.5485165236095686,0.5815144431582902
